scenario,system,phase,version,metric,value
many-files,cavs-fixed-1m,clone_cold,4,time_s,3.85
many-files,cavs-fixed-1m,clone_cold,4,dl_total_kb,88527
many-files,cavs-fixed-1m,verify,4,sha256_ok,1
many-files,cavs-fixed-1m,clone_warm,4,time_s,2.29
many-files,cavs-fixed-1m,clone_warm,4,dl_new_kb,0
many-files,cavs-fixed-1m,storage,4,store_kb,114423
many-files,cavs-fixed-1m,storage,4,export_kb,114831
many-files,cavs-fixed-1m,breakdown,4,store_pack_data_kb,113824
many-files,cavs-fixed-1m,breakdown,4,store_pack_index_kb,42
many-files,cavs-fixed-1m,breakdown,4,store_meta_kb,555
many-files,cavs-fixed-1m,breakdown,4,export_pack_kb,113824
many-files,cavs-fixed-1m,breakdown,4,export_index_kb,42
many-files,cavs-fixed-1m,breakdown,4,export_manifest_kb,419
many-files,cavs-fixed-1m,breakdown,4,export_chunkmap_kb,146
many-files,cavs-fixed-1m,breakdown,4,export_record_kb,398
many-files,cavs-fixed-1m,logical,4,latest_version_kb,88527
